026040,제이에스티나,98627,+7650,0.00,0,-4.8,1.75,26.83,4364,1399,-0,-36,1263
026150,특수건설,421903,-7940,180.45,44,0.7,1.22,15.92,6523,1311,27,4,794
026180,현대정보기술,165609,1910,112.35,17,2.0,2.27,12.21,843,1574,30,10,1137
026260,위너지스,0,6180,0.00,0,-75.4,0.93,,6620,120,-117,-128,401
026910,광진실업,30066,-3760,44.24,85,1.9,0.83,11.93,4524,425,8,5,241
027040,서울전자통신,655430,+1230,0.00,0,-4.2,2.12,37.62,580,918,8,-16,797
027050,코리아나,813770,+6200,106.90,58,2.3,3.19,41.09,1946,1117,22,18,2480
027580,상보,106204,-2015,0.00,0,-13.9,1.14,35.66,1760,1278,-44,-70,571
027710,팜스토리,643446,-1275,5.80,220,9.5,0.70,11.83,1809,8386,206,128,1126
027830,대성창투,169524,+2200,169.23,13,1.1,1.84,,1197,79,5,5,880
028040,미래SCI,124398,-5270,0.00,0,-37.0,5.98,,881,191,-43,-67,1613
028080,휴맥스홀딩스,9934,3865,0.00,0,-16.3,0.29,,13118,41,-108,-291,486
028150,GS홈쇼핑,11069,+202200,12.12,16677,10.1,1.25,4.18,162004,10863,1413,1027,13269
028300,에이치엘비,803652,+103400,0.00,0,-19.9,48.70,,2123,230,-261,-213,39549
029480,바른테크놀로지,45751,-786,0.00,0,-31.0,1.85,33.50,425,215,2,-34,258
029960,코엔텍,363670,-5770,17.86,323,13.6,2.30,8.52,2511,613,186,161,2885
030190,NICE평가정보,120847,-9830,19.20,512,18.8,3.48,9.90,2825,3604,426,307,5968
030270,에스마크,17679133,-186,0.00,0,-207.9,0.53,,351,171,-106,-845,276
030350,드래곤플라이,79470,+4350,0.00,0,-35.8,3.00,,1449,76,-55,-97,696
030520,한글과컴퓨터,96487,-16900,18.35,921,11.7,2.11,11.78,8018,1341,323,204,3901
030530,원익홀딩스,120898,-5400,5.62,961,11.4,0.62,5.22,8676,4820,763,807,4171
030960,양지사,45118,+10250,39.27,261,5.6,2.52,26.52,4066,509,38,36,1638
031310,아이즈비전,63718,-4165,11.05,377,7.8,0.87,4.99,4770,1671,86,56,657
031330,에스에이엠티,187716,-1825,6.14,297,16.3,0.95,5.98,1925,12120,342,295,1825
031390,녹십자셀,470807,-49350,809.02,61,1.6,11.98,135.28,4118,195,32,7,5772
031510,오스템,69950,-4145,197.38,21,0.4,0.84,12.37,4934,1795,29,5,1078
031860,엔에스엔,12942662,+2410,0.00,0,-59.6,2.43,,992,52,-87,-131,496
031980,피에스케이,98877,+20650,10.64,1940,18.5,1.84,4.73,11230,2754,577,394,4198
032040,C&S자산관리,0,4375,0.00,0,-117.0,2.59,,1688,2022,-80,-318,321
032080,아즈텍WB,37479,1840,0.00,0,-0.4,0.44,,4193,344,-28,-4,385
032190,다우데이타,47380,-10950,11.71,935,7.9,0.89,-6.98,12347,16543,3536,2358,4194
032280,삼일,117585,-2410,18.98,127,3.3,0.64,10.92,3746,909,29,20,391
032500,케이엠더블유,68747,+26750,0.00,0,-17.9,8.39,69.49,3187,2037,-30,-87,4307
032540,TJ미디어,20161,3645,30.38,120,2.1,0.63,10.66,5814,836,23,17,508
032580,피델릭스,133626,-2155,89.79,24,2.0,1.82,11.68,1184,612,18,5,462
032620,유비케어,463509,+4770,53.00,90,7.7,4.13,25.61,1155,821,75,35,2490
032680,소프트센,409558,-2015,0.00,0,-2.4,1.82,68.48,1106,1425,5,-8,637
032685,소프트센우,2004,-24050,0.00,0,,0.00,,0,,,,34
032750,삼진,8297,-7480,16.23,461,4.4,0.71,3.91,10543,1088,48,28,449
032790,엠젠플러스,233327,-12900,0.00,0,-13.1,8.16,140.05,1580,537,-1,-22,1880
032800,판타지오,455235,+615,0.00,0,-24.1,0.94,,654,133,-64,-88,447
032820,우리기술,5125335,+1940,47.32,41,9.5,4.31,25.56,450,302,50,33,1657
032850,비트컴퓨터,751975,-7300,33.49,218,8.7,2.86,22.53,2550,319,43,36,1214
032860,GMR 머티리얼즈,1996911,+937,234.25,4,1.1,2.32,87.92,404,1149,5,3,633
032940,원익,115568,+6860,6.70,1024,10.8,0.68,94.31,10050,672,4,152,1230
032960,동일기연,643,+11200,6.16,1818,11.9,1.08,7.72,10327,344,24,73,689
032980,바이온,479468,2560,0.00,0,-23.2,2.59,,990,191,-27,-67,1175
033050,제이엠아이,3575260,+1450,90.63,16,1.1,1.03,10.34,1406,1177,3,5,472
033100,제룡전기,409708,+10150,0.00,0,-1.1,3.32,92.53,3060,477,-12,-6,1630
033110,이디,738607,-851,0.00,0,-262.7,2.26,,377,40,-63,-562,536
033130,디지틀조선,82552,+2000,14.08,142,7.9,1.07,5.11,1866,395,54,53,742
033160,엠케이전자,49667,8650,3.99,2168,16.3,0.63,2.22,13738,6862,1787,1480,1886
033170,시그네틱스,98710,+1205,63.42,19,1.0,0.62,3.92,1956,2656,28,16,1033
033200,모아텍,481,+4550,0.00,0,1.4,0.89,7.85,5125,455,17,11,652
033230,인성정보,41508,+4115,0.00,0,-9.7,1.84,33.66,2231,2558,31,-37,788
033290,코웰패션,162468,+5780,12.02,481,29.7,3.14,8.36,1840,3094,620,467,5231
033310,디케이디앤아이,20327,+2005,10.78,186,8.3,0.91,18.64,2208,512,18,44,441
033320,제이씨현시스템,240477,-7680,11.38,675,17.7,1.89,8.31,4070,2845,162,133,1468
033340,좋은사람들,6616883,+5500,0.00,0,-13.0,2.04,,2693,1193,-49,-99,1453
033430,디에스티,349070,+1245,34.58,36,11.1,3.57,13.76,349,332,39,32,633
033500,동성화인텍,296599,+7230,0.00,0,-30.1,2.26,,3199,2310,-252,-322,1951
033540,파라텍,120934,-5850,7.85,745,15.3,1.15,8.73,5076,2597,96,121,985
033560,블루콤,12252,+5010,29.64,169,1.9,0.55,0.10,9134,1166,116,31,906
033600,에이코넬,480302,-6020,0.00,0,-53.7,4.12,,1460,255,-50,-102,716
033640,네패스,397262,12450,40.16,310,5.1,2.09,6.09,5943,2850,193,39,2860
033790,스카이문스테크놀로지,26946,-3385,0.00,0,-15.2,1.47,,2302,135,-43,-48,579
033830,티비씨,5761,-668,20.88,32,3.0,0.64,-0.39,1043,422,27,31,668
034230,파라다이스,921903,-20550,0.00,0,-1.9,1.88,80.88,10932,6680,-300,-399,18689
034810,해성산업,8308,+13550,38.94,348,2.4,0.93,51.60,14632,122,24,34,1325
034940,조아제약,415207,+5350,93.86,57,3.2,2.80,62.50,1914,589,3,14,1515
034950,한국기업평가,553,-52300,15.11,3462,17.7,2.70,5.62,19356,785,240,193,2375
035080,인터파크홀딩스,149528,-2495,0.00,0,-20.4,0.46,-2.21,5403,35415,298,-636,1460
035200,프럼파스트,45734,4875,9.75,500,13.9,1.25,6.03,3909,488,57,43,431
035290,더블유에프엠,61148,-4220,0.00,0,-59.5,7.01,,602,128,-37,-80,936
035460,기산텔레콤,61394,-3055,0.00,0,-13.8,1.37,,2225,635,-32,-55,445
035480,마제스타,0,1475,0.00,0,-42.7,1.78,,829,81,-127,-201,672
035600,KG이니시스,169675,-18450,0.00,0,-0.2,2.75,6.89,6705,7585,547,30,5148
035610,솔본,31045,+5450,0.00,0,-4.4,1.17,15.10,4663,741,25,-62,1490
