20180319,78200,86000,76800,3389990,275653669700,80000
20180312,79900,80100,71900,3300565,249152665800,74700
20180305,57400,82300,56000,5496237,385403949900,78600
20180226,59700,60500,55500,302729,17642016900,57400
20180219,60000,60600,56600,526829,30877850100,59500
20180212,59000,60100,56300,374264,21725707000,59400
20180205,60500,60900,56500,702612,41074629200,57600
20180129,61700,64500,59000,1168802,72650961200,61700
20180122,55000,62600,54900,1152995,68674837800,61700
20180115,54600,56000,54000,342955,18766570600,55200
20180108,56300,56800,54500,422603,23510389763,54600
20180102,58000,58300,54800,565083,31827469100,55600
20171226,54500,54800,52500,187497,10090070000,54400
20171218,53600,54500,52400,275261,14793133600,54200
20171211,50600,54700,50100,532888,28124088100,53600
20171204,52000,53100,50100,433814,22467367900,50900
20171127,52300,52800,51300,437276,22750254600,51800
20171120,54700,55300,52500,500978,26733688600,52800
20171113,56000,57100,54400,443611,24620159800,54800
20171106,55000,56100,54500,342541,18925318800,55600
20171030,56300,56300,54300,349394,19237350600,55200
20171023,54300,56600,53200,484292,26522046600,56000
20171016,51900,54600,51000,556553,29635730200,54400
20171010,49950,52000,49000,342062,17321855900,51600
20170925,47300,50500,45000,613801,29091657300,49950
20170918,51700,52100,48150,403324,20235785450,48300
20170911,50200,52500,50000,320910,16492724300,51700
20170904,50800,51700,49700,359350,18242704600,50200
20170828,52300,53000,50900,327218,17048771300,52300
20170821,51700,52800,51300,327415,17007638800,52300
20170814,51900,52400,51200,363193,18805755200,51700
20170807,51700,52800,50500,627430,32364405000,51300
20170731,56200,56300,50600,1078120,57146700700,51500
20170724,58800,58800,56600,545519,31325870800,56700
20170717,58300,60000,58200,617657,36362172300,58600
20170710,60900,61200,57400,759491,44724268000,57900
20170703,61900,62900,60600,555213,34116007400,60900
20170626,61500,62600,60500,419984,25846213700,61300
20170619,62800,62900,60300,609218,37402106800,61200
20170612,62400,63400,61600,717691,44689586200,62500
20170605,64100,64100,61400,679058,42422541700,62400
20170529,65300,65400,61900,864028,54622773900,63800
20170522,61900,66200,61300,900773,57519052600,65400
20170515,64000,65300,60700,820989,51154278100,61800
20170508,65100,67800,64300,768997,50623720100,64600
20170502,62100,65500,61900,359328,22895824900,65000
20170424,60500,63000,59700,737983,45417924100,62300
20170417,59700,61300,59300,388436,23447730200,60600
20170410,61200,61300,58900,366657,21956134400,59300
20170403,63500,63800,59800,449362,27397612900,61100
20170327,61200,64000,60600,653534,40984675000,63200
20170320,57000,61700,56400,966815,57343153200,61700
20170313,57900,58500,55900,573437,32578938300,56800
20170306,56000,58800,55600,533416,30629709000,57500
20170227,57500,58200,55700,315563,17861739100,56100
20170220,56900,58900,56100,434212,25010367200,57900
20170213,59600,61100,56600,653179,38511819100,57100
20170206,57700,61200,56200,511550,29894289300,59500
20170131,57300,61200,56800,430017,25380380600,57100
20170123,56700,58400,55400,348131,19800727400,57900
20170116,60300,60300,55500,432119,24926520800,56800
20170109,58300,60300,57300,488803,28863177800,59900
20170102,57400,59300,56600,665211,38437895100,58300
20161226,54600,58700,52100,998908,54913986900,57400
20161219,57200,57300,55000,549742,30813471100,55200
20161212,56800,59000,56600,502618,28981187300,57100
20161205,58100,59500,56700,417264,24027593200,57000
20161128,61800,61800,57800,454710,26870898600,58000
20161121,63300,64300,60600,370928,23197600200,61900
20161114,62800,65600,61000,579421,37054828600,63300
20161107,57000,63100,55400,630223,37366857500,62200
20161031,58600,58600,53100,701860,39273448100,56000
20161024,63800,64700,58500,615804,37290656300,59400
20161017,65000,65300,62000,333239,21179704800,63900
20161010,65500,68700,64600,323952,21621474600,64900
20161004,68000,68700,64500,325421,21522886900,64700
20160926,63300,68200,63000,634830,42066683700,67900
20160919,64200,65200,62900,528287,33709904500,63200
20160912,65900,67300,63900,216095,14184807900,64000
20160905,71000,71500,65700,519459,35557403700,66100
20160829,70100,72400,67700,636758,44620325100,70400
20160822,72000,72600,68400,615828,43384832300,70500
20160816,69500,72800,68100,1145260,80684381900,72500
20160808,61300,68500,59400,1109375,70647897100,68500
20160801,61900,62300,59400,352950,21413601500,60900
20160725,62800,63900,60700,379995,23532611000,61700
20160718,62200,63500,58300,648952,39670261000,62800
20160711,62800,63100,60700,381762,23653944700,62300
20160704,63000,63400,60300,353500,21830540200,62200
20160627,55600,63400,55600,609304,37141122400,62900
20160620,61700,63200,58100,739148,44957168700,58300
20160613,63100,63600,60600,687843,42495449500,60600
20160607,64300,67000,63500,1029954,67165090700,64200
20160530,57800,65200,57700,1385235,84794949800,63300
20160523,56200,57800,53800,811610,45483911200,57300
20160516,58600,59600,55300,577846,33255328000,56100
20160509,53800,59800,52500,766287,43616469500,59200
20160502,58100,58300,54500,322387,18093300800,55300
20160425,59000,59700,56400,745411,43427589900,57800
20160418,55600,60900,54900,1090649,63136777400,57600
20160411,56600,57700,55500,453991,25670942000,55900
20160404,54300,57100,52700,952590,52368700700,56600
20160328,51800,56500,51200,1263464,68112182100,54300
20160321,51000,52100,48500,456203,23179782000,51300
20160314,52500,54200,50100,820872,42658243300,50700
20160307,50600,52400,49350,753402,38238434200,51900
20160229,47100,50900,46050,959374,46755381900,50500
20160222,41700,47600,40750,1066465,47401204600,46800
20160215,39300,41850,39300,934200,37922315100,40700
20160211,44350,46450,36450,1026441,41976090750,39150
20160201,48150,52000,46800,1297658,64385343000,47750
20160125,47550,50300,47550,752985,36773133900,48750
20160118,46650,49550,45350,1141183,54329208150,47500
20160111,46150,49400,46150,1072056,51182257200,47600
20160104,59700,59800,46300,2509570,127260096850,46750
20151228,60200,60900,58200,356945,21332888600,60200
20151221,60100,61600,59600,462619,28029751900,59600
20151214,60500,61700,55900,995667,59495784000,60900
20151207,61500,64000,59700,1222587,75494962700,62200
20151130,58600,61500,57300,930948,55316165200,60400
20151123,59500,60600,56600,979529,57447304800,59100
20151116,53100,60300,52800,1761954,100019286900,59400
20151109,52600,54600,48050,1504379,76670897800,53300
20151102,52500,54200,47550,1038267,53672923350,50700
20151026,46700,54300,46700,2237066,114679841100,52400
20151019,51600,53900,45050,2740627,135444806600,47150
20151012,52900,56400,51900,1365396,73314987400,52800
20151005,53500,54200,51100,850773,44300619400,51700
20150930,56600,56600,50800,1269087,67202777100,52700
20150921,59300,60700,56700,900082,52724896700,57500
20150914,60500,61100,56100,1518864,88402894600,59800
20150907,61100,64000,58800,1287779,78280209100,60400
20150831,68000,68200,59500,1051469,67131393000,60500
20150824,60300,69800,58300,3260479,206603478200,65700
20150817,78000,78900,56900,2672681,173707050800,58200
20150810,81300,81900,73600,711452,55648825400,78100
20150803,80100,86500,78000,1436065,117486605700,81600
20150727,82900,83700,76500,735978,58564326200,79700
20150720,84200,87800,80500,654513,55264738100,84000
20150713,79100,89000,77500,1102260,94380234600,84100
20150706,80200,81000,72800,710406,55321790100,78600
20150629,75600,81600,72900,1466180,113022247200,81400
20150622,81300,83700,77000,834613,66280742000,77400
20150615,79800,84900,78000,590551,48213380800,81500
20150608,74166,82600,73046,1023436,80620843000,79700
20150601,73606,78457,71833,1066758,80798704100,74259
20150526,70341,72766,68568,553917,39336762400,72766
20150518,65769,73979,64930,1444350,100971275900,71087
20150511,66329,69501,64184,927779,61280751600,64277
20150504,71274,71647,64277,888274,59656705900,67262
20150427,68755,72206,61105,2444962,165703879700,71274
20150420,78643,81909,68848,1809099,135356292600,69408
20150413,79110,80976,73419,966888,75109578200,78737
20150406,74632,79856,74352,1268530,98328694900,76871
20150330,64743,76031,61665,1783592,127640079500,73699
20150323,65396,68661,60545,1862261,120630176800,64930
20150316,60918,65303,59426,1097360,68342380900,64370
20150309,62131,64557,53082,1979018,115879027600,60079
20150302,65396,65769,61851,762293,48447232200,62224
20150223,59519,66516,59239,1045092,66444549900,65863
20150216,58306,60452,57000,271711,16075296000,59706
20150209,58679,59706,55321,666989,38346362200,58306
20150202,61292,61945,57187,782387,46223654600,58213
20150126,55041,61758,55041,1044445,61261340400,60639
20150119,55601,58400,54575,808064,45467893200,55321
20150112,55974,58400,53735,956935,54017653000,55694
20150105,53642,58120,52149,1218831,66890061700,56627
20141229,51030,58026,50003,821351,44556690500,54575
20141222,47298,53269,46598,2425212,120792472100,51030
20141215,46365,51496,45479,1425506,68562243900,46272
20141208,51403,52709,45665,1337629,64736458250,46272
20141201,54108,57747,50470,2345076,124782843200,51310
20141124,58306,60452,54948,1598598,92436294900,55134
20141117,51496,61012,49817,3034682,167166032700,58773
20141110,51589,52989,44919,2179209,108405237550,47205
20141103,41654,50377,41234,2491114,114553450900,50097
20141027,35310,42494,34237,3105165,122401524850,41841
20141020,34471,36197,33958,510194,18055431450,35357
20141013,33025,35497,32745,576489,19877757400,34424
20141006,36803,37596,34051,1565870,56551485250,34051
20140929,34797,34844,31439,306602,10178816400,32045
20140922,35730,35730,33771,348478,12149972650,34844
20140915,33864,35683,33305,353856,12287902200,35450
20140911,33118,34984,33071,206439,7069346500,34097
20140901,34844,35077,31765,470899,15803232100,33444
20140825,34611,35777,34191,466649,16272013750,34844
20140818,35077,37269,34377,976914,34971413250,34517
20140811,34097,36756,33584,627863,22247202150,35170
20140804,35497,35963,33678,591107,20565826150,33724
20140728,37036,37503,34657,1101810,39725952800,35404
20140721,35917,37549,33818,2032453,73062211950,36150
20140714,27847,37969,27567,3580212,123711661550,35357
20140707,29620,29760,27614,385752,10938857900,27847
20140630,28080,30413,27800,496647,14551910050,29246
20140623,28220,28827,27054,705273,19584434900,27940
20140616,30133,30273,28267,355580,10428122000,28407
20140609,29760,31066,29666,465394,14113655950,30039
20140602,32652,32838,29060,677046,20559099800,29760
20140526,36383,36430,32558,845018,28647102200,32885
20140519,36336,36523,35217,329773,11777846950,35777
20140512,36430,37269,35543,545082,19804850000,36010
20140507,37363,37409,35823,302195,11057369950,37129
20140428,36896,38156,36243,593228,22155713400,37363
20140421,38202,38389,35637,1113915,40990101650,36943
20140414,38342,38715,37876,562639,21481387800,38202
20140407,40581,40581,37409,1578761,60880063400,38435
20140331,43053,43566,40768,1484111,62673633300,40768
20140324,43566,46645,41467,2004358,88888541350,44126
20140317,41374,43660,38249,3427037,138436492150,42727
20140310,36989,42120,35963,4459256,173458284750,40954
20140303,35730,37969,34984,414917,15252180850,37456
20140224,36476,36663,35357,281889,10114774950,35963
20140217,37316,38156,36243,387171,14365202400,36383
20140210,38296,40861,36290,820002,30733659800,37689
20140203,42167,45479,38062,602174,24714489950,38062
20140127,45712,46925,42400,423799,18938756700,42680
20140120,42307,43660,41561,137610,5850728350,42400
20140113,41098,45246,39627,317543,13105225850,42354
20140106,40426,41938,39543,266629,10866656400,41938
20131230,39921,41518,39249,190237,7634725400,40131
20131223,41266,44040,39669,667957,28284665350,39879
20131216,38829,41014,38072,192398,7566715500,38367
20131209,39921,40468,38493,124044,4912616200,38493
20131202,43787,44040,39165,354469,14442167550,39753
20131125,43787,47990,42443,358136,15919927100,43787
20131118,43787,44376,42695,223885,9700236500,43787
20131111,49082,49587,43956,263446,12112793500,43956
20131104,51015,51772,48914,142962,7136508500,49082
20131028,52276,52612,50343,132867,6822860100,50679
20131021,50427,55806,49671,472071,25103104300,52528
20131014,51015,51520,48494,222590,11118008500,50259
20131007,50847,51940,50511,85515,4357658100,51267
20130930,54713,54713,50847,176396,9282944800,51099
20130923,54461,55049,53873,213841,11675877700,54797
20130916,57655,57823,55722,75461,4291579600,56478
20130909,56058,57739,56058,215257,12290726800,57151
20130902,56142,58159,55806,250023,14192700300,56730
20130826,57151,57655,54209,467177,26104859200,55890
20130819,59504,63538,55218,1433123,85049822100,56058
20130812,53621,60849,53621,1641149,94443448700,57235
20130805,51436,57739,50259,1413046,78213248000,52948
20130729,50679,52108,49755,249950,12716400700,51267
20130722,49418,53032,49418,446310,22894495600,50091
20130715,49923,51267,49250,244640,12295726900,49418
20130708,50595,51015,48326,284763,14152735600,50091
20130701,50259,52024,48494,674829,33861224900,49923
