11750,35375,416463250,20160718,12000,12150,11550,,,,,,,
11950,68870,797472950,20160711,11300,12050,11150,,,,,,,
11300,65476,741789500,20160704,11350,12000,11000,,,,,,,
11300,47893,528633600,20160627,10500,11550,10400,,,,,,,
10700,62877,700273650,20160620,11350,11700,10400,,,,,,,
11300,66920,744880500,20160613,11400,11400,10850,,,,,,,
11400,52828,587232300,20160607,11400,11450,10650,,,,,,,
11400,105514,1155267200,20160530,11000,11550,10600,,,,,,,
10950,119244,1293610400,20160523,11000,11200,10650,,,,,,,
10950,130941,1485644750,20160516,11400,12150,10650,,,,,,,
11600,61266,726146000,20160509,12600,12850,11350,,,,,,,
12700,51419,645347400,20160502,12700,13000,12050,,,,,,,
12800,217429,2890329150,20160425,12800,14650,12100,,,,,,,
12700,84936,1092791900,20160418,12850,13050,12500,,,,,,,
12850,139307,1753879250,20160411,12550,12900,12200,,,,,,,
12500,189636,2201832800,20160404,10700,12550,10350,,,,,,,
10700,74944,788084400,20160328,10500,10750,10300,,,,,,,
10400,51910,541621250,20160321,10350,10600,10300,,,,,,,
10300,75897,791392000,20160314,10700,10800,10300,,,,,,,
10600,182953,1858500150,20160307,9210,10950,9150,,,,,,,
9180,60246,547199810,20160229,9290,9350,8980,,,,,,,
9230,32026,289183610,20160222,8940,9280,8900,,,,,,,
8940,39514,347467960,20160215,8700,9170,8600,,,,,,,
8600,34292,296561600,20160211,8700,8800,8510,,,,,,,
8850,50769,451549270,20160201,9160,9160,8700,,,,,,,
9090,24176,217832980,20160125,9100,9200,8740,,,,,,,
8970,39056,343482880,20160118,9480,9480,8460,,,,,,,
9100,44560,402997860,20160111,9020,9500,8900,,,,,,,
9010,49356,460992030,20160104,9930,9930,8880,,,,,,,
9950,26105,250677760,20151228,9790,9950,9490,,,,,,,
9600,30075,288069100,20151221,9780,9870,9510,,,,,,,
9780,46574,453188020,20151214,9880,10100,9570,,,,,,,
9890,56111,557173020,20151207,10300,10300,9750,,,,,,,
10200,105268,1061607000,20151130,9800,10400,9770,,,,,,,
9890,104465,1025729660,20151123,10100,10100,9630,,,,,,,
9940,323688,3333530730,20151116,8920,11450,8840,,,,,,,
9090,87752,780593130,20151109,9150,9300,8740,,,,,,,
9260,80930,753901810,20151102,9590,9900,8950,,,,,,,
9590,55687,536191160,20151026,9990,9990,9400,,,,,,,
9920,51531,507076920,20151019,10050,10100,9600,,,,,,,
10000,58446,577275700,20151012,9690,10100,9620,,,,,,,
9690,22322,214594440,20151005,9680,9860,9400,,,,,,,
9600,31100,294114870,20150930,9450,9680,9220,,,,,,,
9470,78288,750040410,20150921,9900,9950,9140,,,,,,,
9780,103539,996987890,20150914,9300,10050,9200,,,,,,,
9350,155045,1377256570,20150907,8840,9450,8430,,,,,,,
8990,126820,1161534040,20150831,9400,9520,8800,,,,,,,
9400,257516,2298323140,20150824,8810,9410,8310,,,,,,,
8930,233846,2266618670,20150817,10050,10700,8840,,,,,,,
9980,110202,1101695320,20150810,10450,10450,9650,,,,,,,
10450,174331,1788849540,20150803,11050,11050,9990,,,,,,,
10900,141905,1498399450,20150727,10900,11000,10150,,,,,,,
10800,232331,2672149300,20150720,12550,12900,10450,,,,,,,
13000,238295,3040050900,20150713,12350,13500,12100,,,,,,,
12300,99963,1202910350,20150706,12800,12800,11500,,,,,,,
12700,110033,1377080850,20150629,11600,12900,11600,,,,,,,
12200,94860,1135529050,20150622,11550,12650,11300,,,,,,,
11450,99516,1095384650,20150615,10600,11850,10300,,,,,,,
10850,147030,1602713450,20150608,10250,11550,10150,,,,,,,
10400,109344,1150247300,20150601,11100,11100,10100,,,,,,,
11100,64305,723029350,20150526,11350,11550,10900,,,,,,,
11550,125437,1407726400,20150518,11550,11800,10800,,,,,,,
11700,94803,1088375100,20150511,11650,11900,11100,,,,,,,
11500,64227,740011000,20150504,12400,12400,11150,,,,,,,
12150,101917,1218472500,20150427,12200,12400,11750,,,,,,,
12300,222459,2791990250,20150420,12900,13400,11900,,,,,,,
13100,239888,3238319900,20150413,13850,14150,13000,,,,,,,
13450,237719,3322080000,20150406,14100,14700,13200,,,,,,,
13800,579715,7943141550,20150330,12050,14300,11850,,,,,,,
12150,157691,1891707400,20150323,11300,12600,11200,,,,,,,
11400,217250,2461270450,20150316,11500,11850,10900,,,,,,,
11500,342320,3893756550,20150309,12000,12400,10650,,,,,,,
12000,274947,3390686500,20150302,12200,13250,11550,,,,,,,
12200,278654,3272990500,20150223,10600,12750,10350,,,,,,,
10450,42688,436832360,20150216,10100,10550,9910,,,,,,,
9910,281488,2657624710,20150209,9760,10050,8650,,,,,,,
9760,246332,2533960960,20150202,10600,11000,9760,,,,,,,
10600,173020,1868145150,20150126,10700,11450,10450,,,,,,,
10450,298495,3111755890,20150119,9500,11300,9470,,,,,,,
9590,237691,2262637920,20150112,9000,10100,8930,,,,,,,
9130,95852,859308820,20150105,9290,9400,8700,,,,,,,
9220,86847,814529410,20141229,9460,9600,9200,,,,,,,
9590,146925,1421840510,20141222,9740,9900,9390,,,,,,,
9860,109609,1051552690,20141215,9650,9860,9400,,,,,,,
9650,120867,1164817630,20141208,10100,10100,9400,,,,,,,
10050,205742,1942692950,20141201,10500,10500,8820,,,,,,,
10500,131341,1391609850,20141124,10300,11400,10150,,,,,,,
10300,99207,1039229840,20141117,11150,11400,9980,,,,,,,
11200,84652,942851750,20141110,11400,11600,10800,,,,,,,
11550,127943,1470502500,20141103,12150,12200,11000,,,,,,,
12000,292244,3590726300,20141027,11100,13200,11100,,,,,,,
11150,197846,2227836350,20141020,10650,11900,10450,,,,,,,
10400,187052,1916772340,20141013,10250,10750,9700,,,,,,,
10500,119970,1255813250,20141006,11000,11200,10000,,,,,,,
10950,128258,1469254700,20140929,12200,12250,10800,,,,,,,
12200,148331,1839579400,20140922,13000,13050,12100,,,,,,,
12950,113173,1447095050,20140915,13000,13000,12600,,,,,,,
13100,55500,728208550,20140911,12750,13450,12750,,,,,,,
12750,157983,2056310400,20140901,13500,13750,12550,,,,,,,
13600,90466,1239749500,20140825,13400,14300,13000,,,,,,,
13450,203944,2798593100,20140818,14300,14750,13000,,,,,,,
14400,94442,1371491400,20140811,14800,14950,14200,,,,,,,
14600,170849,2586643450,20140804,16000,16200,14450,,,,,,,
16000,274603,4464251600,20140728,15500,17250,15500,,,,,,,
15450,387167,6260256400,20140721,15150,17400,15000,,,,,,,
15200,316226,4960471050,20140714,15700,16600,14750,,,,,,,
15400,299279,4370865500,20140707,14100,15550,13500,,,,,,,
13800,239739,3241279450,20140630,12650,14100,12350,,,,,,,
12600,73995,916625050,20140623,12650,13000,12050,,,,,,,
12700,69601,883134600,20140616,12250,13000,12200,,,,,,,
12500,111829,1404512050,20140609,13100,13150,12000,,,,,,,
12900,88904,1131067700,20140602,12500,13050,12250,,,,,,,
12500,108955,1346912350,20140526,12600,12700,11950,,,,,,,
12550,287741,3483757000,20140519,13050,13250,11500,,,,,,,
13150,412629,5380957100,20140512,14200,14200,12500,,,,,,,
14000,100743,1409190600,20140507,14000,14400,13500,,,,,,,
13750,142225,1960257850,20140428,14050,14200,13600,,,,,,,
14100,261137,3694911500,20140421,14150,14700,13600,,,,,,,
14100,169605,2351853100,20140414,14000,14250,13300,,,,,,,
13950,113979,1593698350,20140407,14200,14400,13700,,,,,,,
14500,207196,2937023700,20140331,14050,14600,13700,,,,,,,
14200,272578,3861841850,20140324,15100,15100,13500,,,,,,,
15200,662105,9906694300,20140317,14050,16300,13400,,,,,,,
14200,685096,9989774900,20140310,15750,15950,13700,,,,,,,
15750,994359,14350749750,20140303,13500,16200,12800,,,,,,,
13300,2165342,26868211550,20140224,9600,13700,9600,,,,,,,
9530,249481,2252516180,20140217,8330,9580,8330,,,,,,,
8330,44332,370125460,20140210,8450,8480,8240,,,,,,,
8390,39233,325876990,20140203,8410,8520,8200,,,,,,,
8520,27490,231062900,20140127,8420,8530,8270,,,,,,,
8600,41120,353211000,20140120,8500,8700,8500,,,,,,,
8590,36660,308297290,20140113,8410,8700,8240,,,,,,,
8410,31390,259846900,20140106,8290,8410,8130,,,,,,,
8330,33060,273065300,20131230,8090,8410,8090,,,,,,,
8090,37961,304837780,20131223,7970,8220,7860,?,0.00,,,,,
7970,28741,227341630,20131216,7950,8010,7850,,,,,,,
8030,29510,237870000,20131209,8150,8190,7910,,,,,,,
8090,68505,553138650,20131202,8130,8150,8010,,,,,,,
8220,60626,505293100,20131125,8480,8580,8170,,,,,,,
8360,44020,374488410,20131118,8520,8770,8310,,,,,,,
8520,52186,446953240,20131111,8650,8790,8300,,,,,,,
8500,40615,351519050,20131104,8700,8860,8430,,,,,,,
8700,71354,636627980,20131028,9020,9160,8660,,,,,,,
9100,89199,799765000,20131021,8900,9180,8750,,,,,,,
8900,152474,1341110680,20131014,8660,8960,8610,,,,,,,
8770,114003,986038410,20131007,8850,8850,8480,,,,,,,
8850,134953,1203824670,20130930,8950,9140,8700,,,,,,,
9000,189639,1731261870,20130923,9280,9560,8800,,,,,,,
9480,147615,1380553900,20130916,9010,9690,8990,,,,,,,
8950,428446,3678960850,20130909,8190,9130,8010,,,,,,,
8180,186060,1519448970,20130902,8100,8440,7980,,,,,,,
8140,40833,330468270,20130826,7830,8280,7830,,,,,,,
7890,83267,657736650,20130819,8180,8250,7690,,,,,,,
8180,41691,338929360,20130812,8160,8250,8080,,,,,,,
8190,62970,514308680,20130805,8200,8320,8080,,,,,,,
8250,101212,828389560,20130729,8350,8410,8100,,,,,,,
8400,93149,805460800,20130722,8770,9020,8230,,,,,,,
8770,26230,228030630,20130715,8810,8810,8510,,,,,,,
8810,27358,239354040,20130708,8920,8990,8530,,,,,,,
8840,43323,386244890,20130701,9050,9050,8650,,,,,,,
9050,47600,425234540,20130624,9170,9200,8600,,,,,,,
9290,57507,530228120,20130617,9490,9680,8700,,,,,,,
9550,75027,728126450,20130610,9700,10000,9500,,,,,,,
9360,95481,925701680,20130603,9770,10300,9200,,,,,,,
9960,162883,1617312910,20130527,9420,10350,9360,,,,,,,
9400,130904,1268278390,20130520,10250,10250,9400,,,,,,,
10250,222429,2243279680,20130513,9100,10850,9100,,,,,,,
9170,46445,426240760,20130506,8980,9290,8980,,,,,,,
8980,51662,460472240,20130429,9000,9210,8640,,,,,,,
9040,72892,653500050,20130422,8440,9200,8440,,,,,,,
8600,137158,1160167100,20130415,8170,8860,8050,,,,,,,
8170,121077,1003504610,20130408,8360,8570,8050,,,,,,,
8360,151273,1314230320,20130401,8910,9140,8290,,,,,,,
8810,43740,383609700,20130325,8650,8890,8650,,,,,,,
8620,49809,426321000,20130318,8240,8680,8240,,,,,,,
8420,104179,904386600,20130311,8890,8920,8420,,,,,,,
9040,45687,411423630,20130304,9170,9170,8930,,,,,,,
9140,79002,713338500,20130225,9200,9200,8900,,,,,,,
9100,78629,717502830,20130218,9400,9400,8970,,,,,,,
9380,79623,730535540,20130212,8720,9480,8660,,,,,,,
8690,107339,954140190,20130204,9300,9540,8570,,,,,,,
9370,153440,1467529720,20130128,9000,9880,9000,,,,,,,
9040,229286,2118213130,20130121,8940,9590,8880,,,,,,,
