11750,91329,1080961500,20180319,11800,12100,11550,,,,,,,
11900,443966,5232361850,20180312,10850,12650,10750,,,,,,,
10900,192925,2140674300,20180305,11650,11650,10850,,,,,,,
11700,175844,1990570300,20180226,11700,11950,10750,,,,,,,
11700,65483,769792850,20180219,11700,12000,11550,,,,,,,
11600,46185,538171900,20180212,11700,12000,11400,,,,,,,
11800,224041,2661541100,20180205,12350,12450,11350,,,,,,,
12650,353867,4398541300,20180129,12250,13250,11700,,,,,,,
12350,403933,4963362900,20180122,12300,12850,11900,,,,,,,
12250,422001,4847244150,20180115,11000,12400,10650,,,,,,,
11000,206201,2291546950,20180108,11750,11750,10750,,,,,,,
11500,262410,2869389500,20180102,10750,11500,10550,,,,,,,
10750,73911,793723400,20171226,10800,10850,10650,?,0.00,,,,,
10850,222942,2411689700,20171218,11150,11250,10400,,,,,,,
11200,1631576,19002846000,20171211,10650,12750,10200,,,,,,,
10600,300167,3325135100,20171204,11300,11550,10550,,,,,,,
11300,280374,3192568750,20171127,11450,11700,11100,,,,,,,
11400,774098,8706817600,20171120,10600,11750,10600,,,,,,,
10700,1142358,11725133340,20171113,9600,10950,9490,,,,,,,
9600,2159544,21058458540,20171106,9360,10350,9180,,,,,,,
8630,130128,1118101800,20171030,8430,8720,8410,,,,,,,
8410,103353,858243180,20171023,8250,8500,8150,,,,,,,
8250,464759,3844121870,20171016,7790,8680,7790,,,,,,,
7790,198703,1598506780,20171010,8630,8670,7640,,,,,,,
8690,84875,729054640,20170925,8610,8740,8410,,,,,,,
8600,907733,8436847970,20170918,9300,10250,8600,,,,,,,
9300,122138,1144468670,20170911,9330,9580,9210,,,,,,,
9330,132920,1269433700,20170904,9700,9800,9330,,,,,,,
9860,109778,1075880740,20170828,9850,9910,9730,,,,,,,
9850,148777,1465177710,20170821,9930,10050,9690,,,,,,,
9930,165707,1640139670,20170814,10050,10150,9750,,,,,,,
10100,188307,1908936670,20170807,10300,10400,9900,,,,,,,
10300,161466,1683172400,20170731,10550,10700,10200,,,,,,,
10650,431402,4570385450,20170724,10550,10850,10250,,,,,,,
10550,234680,2444332900,20170717,10450,10650,10250,,,,,,,
10450,488007,5098395570,20170710,10050,10750,9960,,,,,,,
10050,305230,3142197600,20170703,10100,10550,10000,,,,,,,
10050,225882,2266003520,20170626,9730,10200,9720,,,,,,,
9700,137782,1352569850,20170619,10000,10050,9600,,,,,,,
10000,130745,1322892500,20170612,10250,10300,9990,,,,,,,
10200,259855,2654383400,20170605,10050,10450,10000,,,,,,,
10050,264583,2658690560,20170529,10100,10200,9940,,,,,,,
9950,134035,1324456390,20170522,9940,9950,9810,,,,,,,
9890,216222,2119234830,20170515,9680,9960,9600,,,,,,,
