002787,진흥기업2우B,424,-8630,0.00,0,,0.00,,0,,,,25
002790,아모레G,71597,-99700,41.00,2432,7.0,2.96,7.04,33714,60291,7315,4895,82211
002795,아모레G우,76,51000,0.00,0,,0.00,,0,,,,3286
002810,삼영무역,9232,-15750,9.04,1742,9.6,0.84,13.95,18764,2594,99,286,2593
002820,선창산업,18238,6690,0.00,0,-1.3,0.32,11.54,21135,6218,25,-41,843
002840,미원상사,214,-249000,7.66,32510,14.9,1.09,6.82,228360,3187,110,299,1974
002870,신풍제지,504369,-1495,45.30,33,2.2,1.18,8.25,1267,1443,-21,8,523
002880,대유에이텍,183387,1045,55.00,19,2.2,0.91,7.52,1152,10755,149,31,1024
002900,동양물산,323247,+2160,93.91,23,1.1,1.06,11.38,2029,3738,108,15,1412
002920,유성기업,4675,+3120,12.84,243,2.4,0.31,-1.47,10215,2517,32,67,810
002960,한국쉘석유,297,343000,18.39,18649,24.6,4.48,12.56,76494,2105,300,242,4459
002990,금호산업,52408,11250,4.22,2665,27.1,1.04,15.17,10865,12979,311,953,4033
002995,금호산업우,2490,+25150,0.00,0,,0.00,,0,,,,74
003000,부광약품,266241,+23900,97.95,244,5.2,5.52,83.03,4329,1507,77,111,11680
003010,혜인,1113768,+6880,38.65,178,2.0,0.87,23.41,7905,2375,25,13,875
003030,세아제강,95513,-71000,16.20,4384,2.0,0.34,5.59,206172,22899,1191,291,4260
003060,에이프로젠제약,956560,+4035,0.00,0,-20.7,4.39,2080.54,920,461,-15,-169,4353
003070,코오롱글로벌,26102,+8050,13.39,601,3.4,0.44,7.92,18236,36536,725,152,2029
003075,코오롱글로벌우,1736,-14600,0.00,0,,0.00,,0,,,,46
003080,성보화학,4354,+6330,13.44,471,5.8,0.79,,8063,584,-28,93,1267
003090,대웅,250144,+17500,11.41,1534,12.9,1.87,8.43,9367,11240,845,857,10175
003120,일성신약,121,-101000,51.64,1956,0.8,0.83,39.17,121363,670,26,26,2687
003160,디아이,315884,+5060,7.92,639,15.2,1.23,8.51,4104,1522,115,194,1594
003200,일신방직,2261,+118500,17.28,6858,2.3,0.41,5.19,286250,4925,145,170,2844
003220,대원제약,87444,-18950,33.07,573,6.5,2.15,10.67,8809,2655,253,103,3619
003230,삼양식품,27402,-84700,22.24,3808,15.3,3.19,12.91,26560,4585,433,291,6380
003240,태광산업,534,+1525000,9.25,164917,5.3,0.63,1.93,2430678,29158,2412,1792,16979
003280,흥아해운,480540,-559,0.00,0,-47.5,0.65,23.61,854,8364,-131,-735,982
003300,한일홀딩스,8878,81800,9.44,8669,3.8,0.38,3.22,213895,15743,1328,656,2781
003350,한국화장품제조,234908,+42900,35.11,1222,9.7,4.09,45.09,10481,672,29,44,1944
003410,쌍용양회,2882022,+6040,9.68,624,16.6,1.56,10.13,3879,15171,2509,3012,30433
003415,쌍용양회우,39594,-5760,0.00,0,,0.00,,0,,,,89
003460,유화증권,822,-14200,22.87,621,1.7,0.46,,30967,170,73,79,1610
003465,유화증권우,3163,+14000,0.00,0,,0.00,,0,,,,489
003470,유안타증권,334114,-3410,9.91,344,6.6,0.66,,5174,3599,585,707,6806
003475,유안타증권우,12849,+2375,0.00,0,,0.00,,0,,,,307
003480,한진중공업홀딩스,22209,-3670,0.00,0,-33.6,0.33,11.58,11219,9067,243,-1596,1084
003490,대한항공,207545,+27900,3.23,8639,29.4,0.74,6.14,37824,120922,9398,8019,26462
003495,대한항공우,1966,13200,0.00,0,,0.00,,0,,,,147
003520,영진약품,2361882,+8030,803.00,10,1.7,12.28,153.11,654,1950,30,19,14686
